1000	0.000004
2000	0.000007
3000	0.000009
4000	0.000013
5000	0.000014
6000	0.000017
7000	0.000020
8000	0.000023
9000	0.000027
10000	0.000032
11000	0.000034
12000	0.000034
13000	0.000038
14000	0.000042
15000	0.000044
16000	0.000046
17000	0.000051
18000	0.000052
19000	0.000057
20000	0.000059
21000	0.000063
22000	0.000065
23000	0.000067
24000	0.000072
25000	0.000074
26000	0.000078
27000	0.000080
28000	0.000081
29000	0.000084
30000	0.000087
31000	0.000095
32000	0.000092
33000	0.000095
34000	0.000107
35000	0.000101
36000	0.000106
37000	0.000112
38000	0.000111
39000	0.000116
40000	0.000127
41000	0.000122
42000	0.000122
43000	0.000134
44000	0.000128
45000	0.000131
46000	0.000134
47000	0.000136
48000	0.000152
49000	0.000143
